,Price,Rooms,Area,Floor,Max_house_floor,Year_built,balcony_or_loggia_балкон,balcony_or_loggia_лоджия,Bathroom_раздельный,Bathroom_совмещенный,District_Дзержинский,District_Индустриальный,District_Кировский,District_Ленинский,District_Мотовилихинский,District_Орджоникидзевский,District_Свердловский
294,2700000,1,21.0,20,25,2018.0,0,1,0,1,0,1,0,0,0,0,0
295,1450000,1,24.6,2,5,1964.0,1,0,0,1,0,1,0,0,0,0,0
296,2950000,1,33.3,3,5,1983.0,1,0,0,1,1,0,0,0,0,0,0
297,3230000,2,45.8,3,4,1962.0,1,0,0,1,0,0,0,0,1,0,0
298,3400000,1,35.0,3,4,2022.0,0,1,0,1,0,0,0,0,1,0,0
299,4000000,2,47.1,1,5,1984.0,0,1,1,0,0,1,0,0,0,0,0
300,4120000,1,50.0,9,16,2021.0,0,1,0,1,0,0,1,0,0,0,0
301,7500000,3,72.4,5,5,1958.0,1,0,0,1,0,0,0,0,0,0,1
302,2950000,1,34.4,8,9,1989.0,0,1,1,0,0,0,1,0,0,0,0
303,2995000,2,46.2,5,5,1961.0,1,0,0,1,0,1,0,0,0,0,0
304,6200000,3,76.0,3,9,1994.0,1,0,1,0,0,0,0,1,0,0,0
305,3800000,1,36.0,4,9,1985.0,0,1,1,0,0,0,0,0,0,0,1
306,6850000,3,64.2,5,11,1994.0,0,1,0,1,0,0,0,1,0,0,0
307,3500000,1,34.0,3,5,1989.0,1,0,0,1,0,0,0,0,0,0,1
308,5790000,3,67.0,3,9,1985.0,1,0,1,0,1,0,0,0,0,0,0
309,2400000,1,28.4,5,5,1960.0,1,0,0,1,0,0,0,0,1,0,0
310,5899000,2,55.6,6,25,2022.0,0,1,1,0,0,1,0,0,0,0,0
311,3250000,1,30.5,4,5,1971.0,1,0,0,1,0,1,0,0,0,0,0
312,5450000,4,86.7,7,10,1987.0,0,1,1,0,1,0,0,0,0,0,0
313,3250000,3,63.0,4,9,1974.0,1,0,1,0,0,0,0,0,0,1,0
314,2292000,1,22.0,10,20,2022.0,0,1,0,1,0,0,0,0,0,0,1
315,2400000,1,36.3,2,3,1943.0,0,1,1,0,0,0,0,0,0,0,1
316,4330000,1,41.5,11,20,2016.0,0,1,0,1,0,0,0,0,1,0,0
317,15500000,3,86.0,4,8,2021.0,0,1,0,1,0,0,0,0,0,0,1
318,5000000,1,47.0,21,25,2016.0,0,1,0,1,1,0,0,0,0,0,0
319,2900000,2,46.5,4,4,1962.0,1,0,0,1,0,0,0,0,1,0,0
320,3150000,1,32.0,4,5,1961.0,1,0,0,1,0,1,0,0,0,0,0
321,2770000,2,44.2,4,5,1973.0,1,0,1,0,0,0,0,0,1,0,0
322,3900000,3,71.0,8,9,1987.0,0,1,1,0,0,0,0,0,1,0,0
323,3350000,2,46.3,4,5,1983.0,1,0,1,0,0,1,0,0,0,0,0
324,4500000,3,60.1,3,9,1975.0,0,1,0,1,0,1,0,0,0,0,0
325,4930000,3,59.0,3,5,1972.0,1,0,0,1,0,0,0,1,0,0,0
326,3250000,1,36.6,8,9,1986.0,0,1,0,1,0,1,0,0,0,0,0
327,5790000,3,71.0,4,16,1995.0,0,1,1,0,1,0,0,0,0,0,0
328,4399000,3,66.6,1,12,1981.0,0,1,0,1,0,0,0,0,1,0,0
329,2840000,1,36.4,5,20,2021.0,0,1,0,1,0,0,0,0,1,0,0
330,9000000,4,113.0,3,4,2006.0,0,1,1,0,0,1,0,0,0,0,0
331,3100000,2,44.0,2,5,1962.0,1,0,0,1,0,0,0,0,1,0,0
332,4999000,2,57.0,1,25,2018.0,0,1,0,1,0,0,0,0,0,0,1
333,2799000,1,29.7,17,20,2021.0,0,1,0,1,0,0,0,0,1,0,0
334,3550000,3,53.0,8,9,1981.0,0,1,0,1,0,0,0,0,0,0,1
335,3999000,4,61.0,4,5,1966.0,1,0,0,1,1,0,0,0,0,0,0
336,4750000,2,50.3,7,17,2021.0,0,1,0,1,0,0,0,0,1,0,0
337,4440000,3,54.5,12,14,1976.0,0,1,1,0,1,0,0,0,0,0,0
338,3150000,2,44.6,2,5,1967.0,1,0,0,1,0,0,0,0,1,0,0
339,15600000,3,118.4,2,6,2014.0,1,0,1,0,0,0,0,0,0,0,1
340,4940000,3,44.9,14,25,2021.0,0,1,0,1,0,0,0,0,0,0,1
341,3600000,2,44.7,2,5,1967.0,1,0,1,0,0,0,0,0,1,0,0
342,3400000,3,68.0,9,9,2007.0,0,1,1,0,0,0,0,0,0,1,0
343,3197000,2,43.2,3,5,1972.0,1,0,0,1,0,0,0,0,0,0,1
344,3950000,1,42.3,2,19,2014.0,0,1,1,0,0,0,0,0,1,0,0
345,3510000,1,27.0,18,25,2020.0,0,1,0,1,0,0,0,0,0,0,1
346,3349000,2,44.0,4,5,1963.0,1,0,0,1,0,0,0,0,0,0,1
347,5750000,2,51.0,7,11,2008.0,1,0,1,0,0,0,0,0,1,0,0
348,4260000,2,50.6,2,10,2014.0,0,1,1,0,0,0,0,0,1,0,0
349,5000000,2,60.0,13,16,2022.0,0,1,1,0,0,0,1,0,0,0,0
350,3415000,1,38.0,2,16,2016.0,1,0,0,1,0,0,1,0,0,0,0
351,4800000,3,62.6,2,10,1989.0,0,1,1,0,0,0,0,0,0,0,1
352,3100000,2,44.0,7,9,1977.0,0,1,1,0,0,0,0,0,1,0,0
353,3350000,2,45.0,5,5,1961.0,1,0,0,1,0,0,0,0,1,0,0
354,2145000,2,45.0,2,5,1973.0,1,0,0,1,0,0,0,0,0,1,0
355,3450000,1,40.2,17,17,2010.0,0,1,1,0,0,0,0,0,1,0,0
356,4200000,3,62.9,5,9,1971.0,0,1,1,0,0,1,0,0,0,0,0
357,3380000,1,40.1,16,17,2015.0,1,0,1,0,0,0,0,0,1,0,0
358,3150000,2,41.0,3,5,1968.0,1,0,0,1,0,1,0,0,0,0,0
359,3100000,2,40.4,4,5,1961.0,1,0,0,1,0,1,0,0,0,0,0
360,3400000,3,43.1,5,5,1964.0,1,0,0,1,0,1,0,0,0,0,0
361,4399000,1,34.2,13,25,2019.0,0,1,0,1,1,0,0,0,0,0,0
362,4700000,2,53.6,14,17,2015.0,0,1,1,0,0,0,0,0,1,0,0
363,10500000,3,84.7,15,31,2020.0,0,1,1,0,0,0,0,0,0,0,1
364,7000000,3,100.4,10,14,2009.0,0,1,0,1,0,0,0,0,0,1,0
365,3800000,3,58.5,5,5,1971.0,1,0,1,0,0,0,0,0,0,0,1
366,5730000,3,60.5,11,14,1979.0,0,1,1,0,1,0,0,0,0,0,0
367,1700000,2,47.5,2,2,1957.0,1,0,1,0,0,0,0,0,0,1,0
368,5850000,4,82.0,3,10,1994.0,1,0,1,0,0,0,1,0,0,0,0
369,3450000,2,50.4,8,9,1984.0,0,1,1,0,0,0,0,0,0,0,1
370,5500000,3,74.5,15,19,2017.0,0,1,1,0,0,0,0,0,0,0,1
371,2290000,1,30.0,5,5,1972.0,1,0,0,1,0,0,1,0,0,0,0
372,2580000,2,45.0,2,2,1960.0,1,0,0,1,0,1,0,0,0,0,0
373,9300000,3,81.1,4,7,2007.0,0,1,0,1,1,0,0,0,0,0,0
374,5550000,4,85.9,9,9,1989.0,0,1,1,0,0,0,1,0,0,0,0
375,2250000,2,46.0,2,2,1959.0,1,0,0,1,0,0,0,0,1,0,0
376,3650000,3,54.9,7,14,1981.0,0,1,1,0,0,0,0,0,0,0,1
377,3750000,1,38.2,7,10,2008.0,0,1,1,0,0,1,0,0,0,0,0
378,20000000,4,136.0,10,19,2019.0,0,1,1,0,0,0,0,1,0,0,0
379,5120000,4,77.2,4,12,1979.0,0,1,1,0,0,0,1,0,0,0,0
380,5350000,2,44.0,7,19,2011.0,0,1,0,1,1,0,0,0,0,0,0
381,4250000,3,60.0,1,9,1973.0,0,1,0,1,0,1,0,0,0,0,0
382,2350000,1,32.0,1,5,1980.0,1,0,0,1,1,0,0,0,0,0,0
383,1750000,1,32.8,2,3,1959.0,1,0,0,1,0,0,0,0,0,1,0
384,4000000,1,45.5,4,18,2009.0,0,1,0,1,1,0,0,0,0,0,0
385,4290000,2,44.0,6,9,1973.0,0,1,1,0,0,0,0,1,0,0,0
386,6592000,3,75.0,11,25,2021.0,0,1,1,0,0,0,0,0,0,0,1
387,2190000,1,31.3,2,5,1964.0,1,0,0,1,1,0,0,0,0,0,0
388,6000000,3,61.2,25,25,2019.0,0,1,0,1,0,0,0,0,0,0,1
389,3750000,1,43.9,1,16,2012.0,0,1,0,1,1,0,0,0,0,0,0
390,4000000,3,63.1,2,5,1963.0,1,0,1,0,0,0,0,0,0,0,1
391,3590000,2,43.0,4,9,1976.0,0,1,1,0,0,0,0,0,0,0,1
392,2900000,1,38.3,3,10,2007.0,0,1,1,0,0,0,0,0,0,1,0
393,4090000,3,53.0,4,9,1975.0,0,1,1,0,0,0,0,0,0,0,1
394,5740000,2,77.0,10,19,2014.0,0,1,1,0,0,0,0,0,0,0,1
395,4900000,3,73.0,2,4,1958.0,1,0,1,0,0,1,0,0,0,0,0
396,3300000,2,45.0,5,5,1962.0,1,0,0,1,0,1,0,0,0,0,0
397,3937500,1,37.5,8,17,2015.0,0,1,0,1,0,0,0,0,0,0,1
398,3350000,1,42.1,11,16,2016.0,0,1,0,1,0,0,1,0,0,0,0
399,2399000,1,30.9,4,5,1971.0,1,0,0,1,0,0,0,0,0,0,1
400,3750000,2,50.0,3,12,1975.0,0,1,1,0,0,0,0,0,0,0,1
401,3850000,1,29.0,19,19,2020.0,0,1,0,1,0,0,0,0,0,0,1
402,2650000,1,24.3,4,5,1983.0,1,0,0,1,0,1,0,0,0,0,0
403,3100000,2,44.9,5,5,1971.0,1,0,1,0,0,0,0,0,1,0,0
404,6650000,4,81.9,12,16,1990.0,1,0,1,0,0,0,0,0,0,0,1
405,5300000,2,45.0,2,19,2016.0,1,0,0,1,0,1,0,0,0,0,0
406,3060000,2,40.4,4,5,1960.0,1,0,0,1,0,0,0,0,0,0,1
407,5790000,3,79.0,25,25,2018.0,0,1,1,0,0,0,0,0,0,0,1
408,5500000,4,81.7,7,9,1990.0,1,0,1,0,0,0,1,0,0,0,0
409,3390000,1,40.1,5,12,2018.0,1,0,1,0,0,0,0,0,1,0,0
410,5990000,3,66.0,3,17,2011.0,0,1,1,0,0,0,0,0,0,0,1
411,3980000,3,67.4,9,10,1991.0,1,0,1,0,0,0,0,0,0,0,1
412,2190000,2,46.3,3,5,1984.0,1,0,1,0,0,0,0,0,0,1,0
413,3150000,2,40.0,4,5,1960.0,1,0,0,1,1,0,0,0,0,0,0
414,3700000,2,53.0,5,9,1987.0,0,1,1,0,0,0,1,0,0,0,0
415,4500000,1,35.0,6,15,1988.0,0,1,0,1,0,0,0,1,0,0,0
416,3550000,1,37.8,4,4,2022.0,0,1,0,1,0,0,1,0,0,0,0
417,5600000,2,45.0,12,25,2018.0,0,1,0,1,0,0,0,0,0,0,1
418,3690000,1,29.9,8,8,2020.0,1,0,0,1,0,0,0,0,1,0,0
419,5850000,2,74.0,4,9,2015.0,0,1,1,0,1,0,0,0,0,0,0
420,2700000,2,59.6,2,2,1950.0,0,1,0,1,0,0,1,0,0,0,0
421,6700000,3,81.3,17,18,1995.0,0,1,1,0,1,0,0,0,0,0,0
422,6500000,1,49.3,8,10,2003.0,1,0,0,1,1,0,0,0,0,0,0
423,2600000,2,45.8,3,5,1975.0,1,0,1,0,0,0,0,0,1,0,0
424,2600000,1,31.0,3,5,1966.0,1,0,1,0,0,0,0,0,1,0,0
425,7700000,3,86.0,14,14,2019.0,0,1,0,1,0,1,0,0,0,0,0
426,4300000,1,37.9,21,25,2017.0,0,1,0,1,0,1,0,0,0,0,0
427,2600000,1,30.1,5,5,1968.0,1,0,1,0,0,0,0,0,0,0,1
428,3100000,1,34.0,3,10,2006.0,0,1,1,0,0,0,0,0,0,0,1
429,4450000,3,53.7,5,9,1973.0,0,1,1,0,0,1,0,0,0,0,0
430,3700000,3,60.0,3,5,1982.0,0,1,1,0,0,0,0,0,0,1,0
431,1880000,1,33.8,4,5,2015.0,0,1,0,1,0,0,0,0,0,1,0
432,7200000,2,56.1,8,25,2017.0,0,1,0,1,0,0,0,0,0,0,1
433,4500000,1,43.0,11,25,2021.0,1,0,0,1,0,1,0,0,0,0,0
434,3350000,1,34.0,6,10,2010.0,0,1,1,0,0,0,1,0,0,0,0
435,3200000,1,35.4,15,16,2018.0,0,1,0,1,0,0,1,0,0,0,0
436,4750000,2,57.0,5,10,1987.0,0,1,1,0,0,0,0,0,0,0,1
437,3650000,3,63.6,2,5,1987.0,0,1,1,0,0,0,0,0,0,1,0
438,3850000,2,44.9,4,5,1967.0,1,0,0,1,0,0,0,0,1,0,0
439,3500000,1,31.2,2,5,1966.0,1,0,1,0,1,0,0,0,0,0,0
440,3900000,3,59.6,3,9,1975.0,0,1,1,0,0,0,0,0,0,0,1
441,8300000,3,82.0,9,16,2005.0,0,1,0,1,0,1,0,0,0,0,0
442,3500000,2,47.8,24,24,2020.0,1,0,0,1,0,0,0,0,0,1,0
443,3850000,1,38.7,10,10,2004.0,0,1,1,0,1,0,0,0,0,0,0
444,6500000,3,65.0,10,16,2017.0,0,1,1,0,0,1,0,0,0,0,0
445,4000000,1,37.4,24,25,2018.0,0,1,0,1,0,0,0,0,0,0,1
446,5130000,2,54.0,9,16,1999.0,0,1,1,0,1,0,0,0,0,0,0
447,6200000,2,60.0,17,17,2011.0,1,0,1,0,0,0,0,0,1,0,0
448,3000000,1,41.0,9,10,2018.0,1,0,1,0,0,0,0,0,1,0,0
449,5599000,2,63.4,25,25,2013.0,1,0,1,0,0,0,0,0,1,0,0
450,4850000,3,66.3,8,9,1986.0,1,0,1,0,0,0,0,0,1,0,0
451,2470000,1,31.0,7,9,1983.0,1,0,0,1,0,0,0,0,0,0,1
452,3450000,2,45.0,4,5,1966.0,1,0,1,0,0,0,0,0,1,0,0
453,4980000,3,71.8,4,4,1959.0,1,0,1,0,0,1,0,0,0,0,0
454,4200000,1,42.1,16,16,2008.0,0,1,1,0,0,0,0,0,0,0,1
455,4300000,2,53.0,7,10,2001.0,1,0,1,0,0,1,0,0,0,0,0
456,3890000,1,50.0,4,16,2007.0,0,1,0,1,0,0,1,0,0,0,0
457,4800000,4,84.2,2,9,1990.0,1,0,1,0,0,1,0,0,0,0,0
458,2150000,1,30.2,3,9,1982.0,1,0,0,1,0,0,0,0,0,0,1
459,3350000,2,49.6,5,12,1980.0,0,1,1,0,0,0,0,0,0,0,1
460,5800000,3,66.3,3,9,1994.0,1,0,1,0,0,0,0,1,0,0,0
461,3900000,1,42.2,1,4,2022.0,0,1,0,1,0,0,0,0,1,0,0
462,7800000,2,76.7,7,13,2012.0,1,0,1,0,0,0,0,0,1,0,0
463,3700000,1,50.0,2,19,2020.0,0,1,0,1,1,0,0,0,0,0,0
464,13200000,3,96.5,20,25,2017.0,0,1,0,1,0,0,0,0,0,0,1
465,4700000,2,46.0,3,23,2019.0,0,1,0,1,0,1,0,0,0,0,0
466,6050000,2,56.2,2,19,2016.0,0,1,1,0,0,0,0,0,0,0,1
467,6900000,3,57.1,5,12,2020.0,1,0,0,1,0,0,0,0,1,0,0
468,3450000,3,82.6,2,2,1954.0,1,0,1,0,0,0,1,0,0,0,0
469,5800000,3,62.0,5,9,1970.0,0,1,1,0,0,0,0,1,0,0,0
470,2900000,1,30.8,4,5,1964.0,1,0,0,1,0,0,0,0,1,0,0
471,4800000,3,57.6,4,9,1982.0,1,0,0,1,0,1,0,0,0,0,0
472,4650000,1,38.0,24,25,2016.0,0,1,0,1,0,0,0,0,1,0,0
473,5000000,3,68.6,3,9,1987.0,1,0,0,1,0,0,1,0,0,0,0
474,5850000,4,85.4,9,10,1992.0,0,1,1,0,0,0,0,0,0,0,1
475,3100000,3,61.2,4,5,1981.0,1,0,1,0,0,0,0,0,0,1,0
476,3400000,3,58.0,2,5,1963.0,1,0,0,1,0,0,1,0,0,0,0
477,3500000,2,43.7,5,5,1971.0,1,0,1,0,1,0,0,0,0,0,0
478,3400000,2,43.5,7,9,1984.0,1,0,1,0,0,1,0,0,0,0,0
479,2950000,2,44.8,4,5,1972.0,1,0,1,0,0,0,0,0,1,0,0
480,4100000,3,92.3,5,6,2003.0,0,1,1,0,0,0,0,0,0,1,0
481,3650000,1,27.0,9,25,2020.0,0,1,0,1,0,0,0,0,0,0,1
482,4900000,3,67.0,9,9,1986.0,1,0,1,0,1,0,0,0,0,0,0
483,6150000,3,62.0,2,9,1981.0,1,0,0,1,0,0,0,1,0,0,0
484,2600000,2,41.0,3,5,1960.0,1,0,0,1,0,0,1,0,0,0,0
485,2100000,1,31.0,3,3,1960.0,1,0,0,1,0,0,0,0,0,1,0
486,5600000,2,52.0,3,9,1988.0,0,1,0,1,0,0,0,1,0,0,0
487,7650000,2,57.8,13,17,2007.0,0,1,0,1,0,0,0,0,1,0,0
488,3650000,2,43.8,2,5,1970.0,1,0,1,0,0,0,0,0,0,0,1
489,4100000,1,40.2,18,25,2021.0,0,1,0,1,0,1,0,0,0,0,0
490,3500000,2,46.0,3,5,1971.0,1,0,1,0,0,0,0,0,1,0,0
491,3450000,3,52.1,2,2,1967.0,1,0,1,0,0,0,1,0,0,0,0
492,4999990,3,69.1,6,10,2001.0,1,0,1,0,0,1,0,0,0,0,0
493,5100000,3,74.0,6,16,1988.0,0,1,0,1,0,0,0,0,1,0,0
494,3400000,2,47.2,3,5,1972.0,1,0,1,0,0,1,0,0,0,0,0
495,3000000,1,34.3,10,10,2018.0,0,1,1,0,0,0,0,0,1,0,0
496,2850000,1,33.2,3,5,1982.0,0,1,0,1,0,1,0,0,0,0,0
497,2590000,1,30.3,4,5,1967.0,1,0,1,0,0,0,0,0,1,0,0
498,3500000,1,30.4,1,4,2017.0,1,0,0,1,0,0,0,0,1,0,0
499,3200000,2,47.8,1,5,1970.0,1,0,0,1,0,1,0,0,0,0,0
500,5500000,2,43.0,15,22,2021.0,0,1,0,1,0,0,0,0,0,0,1
501,2250000,3,64.7,2,2,1957.0,1,0,1,0,0,0,1,0,0,0,0
502,2850000,2,45.5,4,5,1967.0,1,0,0,1,0,0,0,0,0,1,0
503,1800000,1,24.0,4,5,1979.0,1,0,0,1,0,0,0,0,0,1,0
504,3850000,3,71.4,9,9,1990.0,1,0,1,0,0,0,0,0,1,0,0
505,5200000,2,51.9,10,10,2000.0,0,1,1,0,1,0,0,0,0,0,0
506,4800000,1,46.5,19,25,2021.0,1,0,0,1,0,0,0,0,0,0,1
507,5800000,3,64.3,4,10,1991.0,1,0,1,0,0,0,0,1,0,0,0
508,3200000,1,28.7,6,10,2022.0,0,1,0,1,0,0,0,0,1,0,0
509,4800000,2,46.0,4,5,2019.0,0,1,0,1,0,1,0,0,0,0,0
510,3560000,1,25.0,8,17,2022.0,0,1,0,1,0,0,0,0,0,0,1
511,3370000,1,34.0,8,9,2002.0,1,0,0,1,0,0,0,0,1,0,0
512,5200000,3,60.6,7,9,1982.0,0,1,0,1,0,0,0,0,0,0,1
513,5500000,2,66.7,3,5,1958.0,1,0,1,0,0,0,0,0,0,0,1
514,4699000,3,63.0,5,10,1997.0,0,1,1,0,0,0,1,0,0,0,0
515,4500000,4,81.3,7,16,2013.0,0,1,1,0,0,0,0,0,0,1,0
516,2290000,1,30.1,5,5,1974.0,1,0,0,1,0,0,0,0,1,0,0
517,2850000,1,41.3,7,16,2015.0,0,1,0,1,0,0,0,0,0,1,0
518,5800000,2,55.0,3,25,2017.0,0,1,0,1,0,1,0,0,0,0,0
519,4470000,3,62.0,2,5,1969.0,1,0,0,1,1,0,0,0,0,0,0
520,5500000,3,61.0,3,9,1988.0,0,1,1,0,0,0,0,0,0,0,1
521,5300000,2,70.1,19,25,2012.0,0,1,1,0,0,0,0,0,1,0,0
522,3600000,2,46.0,2,5,1974.0,1,0,0,1,0,0,0,0,0,0,1
523,6540000,2,62.0,3,15,2007.0,0,1,0,1,0,0,0,0,1,0,0
524,3300000,3,59.1,6,9,1973.0,1,0,1,0,0,0,0,0,0,0,1
525,7250000,2,59.5,6,7,2015.0,0,1,0,1,1,0,0,0,0,0,0
526,4800000,2,62.4,7,18,2014.0,1,0,1,0,0,0,0,0,0,1,0
527,4500000,2,55.8,6,14,1982.0,0,1,1,0,0,0,0,0,1,0,0
528,2500000,3,82.0,2,2,1950.0,1,0,1,0,0,0,1,0,0,0,0
529,5995000,2,61.1,5,8,2020.0,0,1,0,1,1,0,0,0,0,0,0
530,2950000,1,34.0,2,5,1984.0,1,0,0,1,0,1,0,0,0,0,0
531,2780000,1,31.0,5,5,1970.0,1,0,1,0,1,0,0,0,0,0,0
532,11000000,6,154.6,15,16,2009.0,1,0,1,0,1,0,0,0,0,0,0
533,6700000,2,50.8,3,7,2021.0,0,1,0,1,1,0,0,0,0,0,0
534,3100000,1,31.6,5,5,1974.0,1,0,0,1,0,0,0,0,0,0,1
535,6150000,2,55.4,25,25,2016.0,0,1,0,1,0,0,0,0,1,0,0
536,4490000,2,52.0,7,9,1987.0,1,0,1,0,0,0,0,0,1,0,0
537,4550000,1,34.7,10,11,2003.0,1,0,0,1,0,0,0,0,0,0,1
538,5100000,4,81.7,3,3,1958.0,1,0,0,1,0,0,0,0,1,0,0
539,3400000,2,42.0,2,5,1963.0,1,0,0,1,0,0,0,0,0,0,1
540,6990000,3,79.2,17,25,2018.0,0,1,1,0,0,0,0,0,0,0,1
541,7200000,3,80.0,21,25,2022.0,0,1,1,0,0,0,0,0,0,0,1
542,3750000,3,59.0,3,5,1976.0,1,0,1,0,0,1,0,0,0,0,0
543,2100000,1,30.2,2,5,1974.0,1,0,0,1,0,0,1,0,0,0,0
544,5400000,3,56.2,2,5,1965.0,1,0,0,1,0,0,0,1,0,0,0
545,4700000,3,72.0,4,4,1959.0,1,0,1,0,0,1,0,0,0,0,0
546,5650000,3,67.0,5,9,1985.0,1,0,0,1,1,0,0,0,0,0,0
547,2990000,1,40.2,1,16,2015.0,0,1,0,1,0,0,0,0,0,1,0
548,3850000,2,43.8,9,9,1981.0,1,0,1,0,1,0,0,0,0,0,0
549,7550000,3,84.4,7,16,2006.0,0,1,1,0,1,0,0,0,0,0,0
550,2800000,1,29.0,4,5,1962.0,1,0,0,1,1,0,0,0,0,0,0
551,4200000,3,53.3,3,9,1984.0,0,1,1,0,0,0,0,0,1,0,0
552,2690000,1,34.4,4,9,1986.0,1,0,1,0,0,0,0,0,0,0,1
553,4600000,2,43.0,2,9,1973.0,0,1,1,0,0,0,0,1,0,0,0
554,5649000,1,50.0,20,21,2013.0,0,1,0,1,0,0,0,0,0,0,1
555,3450000,1,37.0,2,6,2018.0,1,0,0,1,0,0,0,0,1,0,0
556,6550000,3,64.5,8,10,1994.0,0,1,1,0,0,0,0,0,1,0,0
557,4150000,2,51.4,6,9,1974.0,0,1,1,0,1,0,0,0,0,0,0
558,4800000,2,61.1,4,16,2014.0,0,1,1,0,0,0,0,0,0,1,0
559,3599000,3,59.8,5,5,1984.0,0,1,1,0,0,0,0,0,1,0,0
560,3900000,1,30.0,20,20,2021.0,0,1,0,1,0,1,0,0,0,0,0
561,2850000,2,43.3,3,5,1961.0,1,0,0,1,0,0,0,0,0,0,1
562,3500000,1,31.0,1,19,2020.0,1,0,0,1,0,0,0,0,0,0,1
563,6000000,3,60.0,8,9,1971.0,0,1,1,0,0,0,0,1,0,0,0
564,8405000,2,74.9,9,12,2021.0,1,0,1,0,0,1,0,0,0,0,0
565,3790000,2,43.2,8,9,1984.0,0,1,1,0,1,0,0,0,0,0,0
566,9097000,3,94.2,3,25,2021.0,1,0,1,0,0,1,0,0,0,0,0
567,3000000,1,29.4,4,5,1976.0,1,0,0,1,1,0,0,0,0,0,0
568,2350000,2,45.7,2,5,1967.0,1,0,0,1,0,0,1,0,0,0,0
569,7900000,4,106.2,5,10,2003.0,0,1,1,0,1,0,0,0,0,0,0
570,5380000,2,41.8,3,17,2016.0,0,1,0,1,0,1,0,0,0,0,0
571,4800000,3,60.7,3,9,1978.0,0,1,1,0,0,1,0,0,0,0,0
572,2700000,1,30.0,3,5,1966.0,1,0,0,1,0,0,0,0,0,0,1
573,1910000,1,31.0,5,5,1975.0,1,0,0,1,0,0,0,0,0,1,0
574,4150000,2,51.0,3,10,1997.0,0,1,1,0,0,1,0,0,0,0,0
575,4400000,1,42.5,6,12,1984.0,0,1,0,1,0,0,0,1,0,0,0
576,4080000,2,52.2,6,10,2007.0,0,1,1,0,0,0,1,0,0,0,0
577,3400000,1,38.8,2,10,1989.0,1,0,1,0,1,0,0,0,0,0,0
578,6080000,2,52.0,14,25,2020.0,0,1,0,1,1,0,0,0,0,0,0
579,3650000,2,55.2,4,16,2017.0,0,1,1,0,0,0,0,0,0,1,0
580,9150000,3,93.0,15,22,2013.0,0,1,1,0,0,0,0,0,0,0,1
581,6974000,3,63.0,7,22,2021.0,0,1,0,1,0,0,0,0,0,0,1
582,4500000,2,56.0,8,10,1992.0,0,1,0,1,1,0,0,0,0,0,0
583,6500000,3,67.0,8,10,1994.0,1,0,1,0,0,1,0,0,0,0,0
584,5050000,2,55.0,3,5,1962.0,1,0,1,0,0,0,0,1,0,0,0
585,7490000,3,77.0,11,16,2012.0,0,1,1,0,0,0,0,0,0,0,1
586,4700000,2,58.4,6,12,1999.0,0,1,1,0,0,1,0,0,0,0,0
587,12900000,3,86.4,22,25,2021.0,0,1,1,0,0,0,0,0,0,0,1
588,2490000,2,45.5,5,5,1981.0,1,0,1,0,0,0,1,0,0,0,0
589,3690000,1,37.9,10,20,2016.0,0,1,0,1,0,0,0,0,0,0,1
590,2100000,2,33.3,2,5,1970.0,0,1,0,1,0,0,0,0,0,0,1
591,6669000,1,35.8,5,25,2019.0,0,1,0,1,0,0,0,0,0,0,1
592,5100000,3,66.1,9,9,1989.0,0,1,1,0,0,1,0,0,0,0,0
