,Price,Rooms,Area,Floor,Max_house_floor,Year_built,balcony_or_loggia_балкон,balcony_or_loggia_лоджия,Bathroom_раздельный,Bathroom_совмещенный,District_Дзержинский,District_Индустриальный,District_Кировский,District_Ленинский,District_Мотовилихинский,District_Орджоникидзевский,District_Свердловский
593,6300000,2,80.0,8,16,2007.0,0,1,0,1,0,0,0,0,0,0,1
594,2950000,2,47.3,3,5,1970.0,1,0,1,0,1,0,0,0,0,0,0
595,2500000,1,31.0,5,5,1973.0,1,0,0,1,0,0,0,0,0,0,1
596,6690000,3,83.9,12,17,2008.0,0,1,1,0,0,0,1,0,0,0,0
597,3100000,1,35.0,4,4,2016.0,0,1,0,1,0,0,0,0,1,0,0
598,3550000,1,35.0,13,17,2011.0,0,1,0,1,0,0,0,0,0,0,1
599,3000000,2,48.0,5,5,1965.0,1,0,1,0,0,0,0,0,1,0,0
600,4275000,2,67.0,7,16,2017.0,0,1,0,1,0,0,0,0,0,1,0
601,1900000,2,44.6,3,5,1972.0,1,0,1,0,0,0,1,0,0,0,0
602,2900000,3,50.7,2,5,1969.0,1,0,1,0,0,0,1,0,0,0,0
603,3500000,3,62.0,2,5,1978.0,1,0,1,0,1,0,0,0,0,0,0
604,5190000,2,49.0,2,4,2018.0,0,1,0,1,0,0,0,0,1,0,0
605,7900000,3,82.0,3,16,2013.0,1,0,1,0,0,0,0,0,1,0,0
606,6100000,3,60.0,2,9,1985.0,0,1,1,0,0,0,0,0,0,0,1
607,2900000,1,30.4,3,5,1964.0,1,0,0,1,0,0,0,0,1,0,0
608,5000000,3,67.1,3,10,1988.0,1,0,1,0,0,1,0,0,0,0,0
609,4500000,3,60.0,3,5,1989.0,0,1,0,1,0,0,0,0,0,0,1
610,5900000,3,72.0,9,16,1993.0,1,0,0,1,0,0,0,0,1,0,0
611,7500000,3,88.0,16,17,2021.0,0,1,0,1,0,0,0,0,1,0,0
612,3500000,2,60.0,3,10,2011.0,0,1,1,0,0,0,0,0,0,1,0
613,3599000,1,38.0,2,14,1978.0,0,1,0,1,0,1,0,0,0,0,0
614,3450000,1,36.7,13,16,2011.0,0,1,0,1,0,0,0,0,1,0,0
615,2800000,1,34.0,16,18,2016.0,0,1,0,1,0,0,0,0,0,1,0
616,5800000,2,56.3,7,16,2015.0,1,0,1,0,1,0,0,0,0,0,0
617,3890000,2,43.5,5,9,1982.0,0,1,0,1,0,1,0,0,0,0,0
618,7650000,3,87.2,3,16,2010.0,0,1,1,0,1,0,0,0,0,0,0
619,4300000,3,52.7,4,9,1982.0,0,1,0,1,0,0,0,0,0,1,0
620,13300000,4,149.5,5,9,1998.0,0,1,1,0,0,0,0,0,1,0,0
621,8490000,4,110.0,3,14,2003.0,0,1,1,0,1,0,0,0,0,0,0
622,5800000,4,105.2,3,10,2005.0,0,1,1,0,1,0,0,0,0,0,0
623,3100000,2,47.4,2,5,1969.0,0,1,1,0,0,0,0,0,0,0,1
624,4550000,3,55.5,2,5,1960.0,1,0,0,1,0,0,0,0,0,0,1
625,7500000,3,72.0,9,21,2017.0,1,0,1,0,1,0,0,0,0,0,0
626,2380000,1,30.1,4,5,1968.0,1,0,1,0,0,0,0,0,0,0,1
627,17900000,4,192.3,2,8,2003.0,0,1,1,0,0,0,0,0,0,0,1
628,7990000,3,81.5,9,10,2006.0,0,1,1,0,0,0,0,0,1,0,0
629,3200000,2,43.0,4,5,1962.0,1,0,0,1,0,1,0,0,0,0,0
630,5500000,2,59.0,5,16,2012.0,0,1,1,0,0,0,0,0,0,0,1
631,2700000,2,45.0,1,5,1966.0,1,0,1,0,0,0,1,0,0,0,0
632,3550000,2,45.4,3,5,1962.0,1,0,0,1,0,1,0,0,0,0,0
633,2500000,2,47.0,2,2,1957.0,1,0,1,0,0,0,1,0,0,0,0
634,4100000,2,52.5,6,10,2001.0,0,1,1,0,0,1,0,0,0,0,0
635,5050000,3,73.6,4,5,1963.0,1,0,1,0,0,0,0,0,1,0,0
636,6220000,2,57.8,6,21,2017.0,0,1,0,1,1,0,0,0,0,0,0
637,2700000,2,57.0,2,3,1959.0,1,0,1,0,0,0,1,0,0,0,0
638,4490000,1,45.9,13,25,2016.0,0,1,0,1,0,0,0,0,1,0,0
639,6740000,1,55.6,23,25,2011.0,0,1,0,1,0,0,0,0,0,0,1
640,4700000,3,57.6,5,9,1981.0,1,0,1,0,1,0,0,0,0,0,0
641,4000000,2,55.6,6,14,1978.0,1,0,1,0,0,1,0,0,0,0,0
642,5730000,3,68.6,5,10,1995.0,0,1,1,0,1,0,0,0,0,0,0
643,6399000,2,45.0,19,25,2018.0,0,1,0,1,0,0,0,0,0,0,1
644,3350000,2,52.3,9,9,1972.0,0,1,0,1,0,0,0,0,0,0,1
645,2500000,1,32.0,2,5,1960.0,1,0,0,1,0,1,0,0,0,0,0
646,5280000,3,60.0,3,9,1974.0,0,1,0,1,0,1,0,0,0,0,0
647,3399000,2,49.2,1,3,2012.0,0,1,0,1,1,0,0,0,0,0,0
648,4840000,3,55.0,4,5,1964.0,1,0,0,1,0,0,0,0,1,0,0
649,5150000,1,43.9,11,19,2014.0,1,0,0,1,0,0,0,0,0,0,1
650,11170000,4,122.2,2,10,1998.0,0,1,1,0,0,1,0,0,0,0,0
651,3100000,2,44.5,5,5,1972.0,1,0,1,0,1,0,0,0,0,0,0
652,4400000,2,45.4,3,9,1977.0,0,1,0,1,0,0,0,0,0,0,1
653,4150000,3,64.0,5,9,1983.0,0,1,1,0,0,0,0,0,0,0,1
654,4800000,1,46.0,14,25,2021.0,0,1,0,1,0,0,0,0,0,0,1
655,5650000,2,44.0,3,5,1961.0,1,0,0,1,0,0,0,0,0,0,1
656,4500000,3,62.9,7,9,1976.0,0,1,0,1,0,0,1,0,0,0,0
657,4600000,3,66.5,3,9,1979.0,0,1,1,0,0,0,0,0,0,1,0
658,2900000,1,36.6,5,9,1986.0,0,1,0,1,0,0,1,0,0,0,0
659,4700000,3,56.8,6,9,1982.0,1,0,1,0,0,1,0,0,0,0,0
660,7180000,1,39.0,10,25,2017.0,0,1,0,1,0,0,0,0,0,0,1
661,3300000,2,52.3,10,10,1991.0,0,1,1,0,0,0,0,0,1,0,0
662,3590000,1,47.3,10,16,2009.0,0,1,0,1,1,0,0,0,0,0,0
663,3000000,1,33.0,5,12,1980.0,1,0,1,0,1,0,0,0,0,0,0
664,3200000,2,56.0,15,17,2017.0,0,1,1,0,0,0,0,0,0,1,0
665,1980000,1,30.4,2,5,1967.0,1,0,0,1,0,0,1,0,0,0,0
666,15450000,3,154.5,3,6,1999.0,0,1,1,0,0,0,0,0,0,0,1
667,3300000,1,35.2,4,14,1990.0,0,1,0,1,0,0,0,0,0,0,1
668,3600000,3,60.0,3,9,1972.0,0,1,1,0,0,0,0,0,0,0,1
669,3500000,4,61.5,4,5,1968.0,1,0,1,0,1,0,0,0,0,0,0
670,2100000,2,45.9,5,5,1992.0,1,0,1,0,0,0,0,0,0,1,0
671,4000000,1,51.3,3,17,2021.0,0,1,0,1,0,0,0,0,1,0,0
672,3500000,3,58.7,4,5,1970.0,1,0,1,0,0,0,0,0,1,0,0
673,3750000,2,44.6,2,5,1967.0,1,0,1,0,0,0,0,0,1,0,0
674,3690000,3,71.1,9,10,1987.0,1,0,1,0,0,0,0,0,1,0,0
675,6800000,2,65.6,6,12,2010.0,1,0,1,0,0,0,0,0,0,0,1
676,7700000,3,83.7,4,25,2016.0,0,1,1,0,1,0,0,0,0,0,0
677,4250000,1,42.1,3,11,2005.0,0,1,1,0,0,0,0,0,0,0,1
678,3500000,2,53.1,2,10,2011.0,0,1,1,0,0,0,0,0,0,1,0
679,5990000,2,56.9,6,10,2015.0,0,1,1,0,1,0,0,0,0,0,0
680,7000000,4,76.8,2,9,1983.0,0,1,1,0,1,0,0,0,0,0,0
681,4550000,2,55.8,8,10,2019.0,0,1,1,0,0,0,0,0,1,0,0
682,4270000,2,52.0,5,12,1977.0,1,0,0,1,0,0,0,0,0,0,1
683,2300000,2,43.8,5,5,1964.0,1,0,0,1,0,0,0,0,0,1,0
684,4700000,2,59.6,5,10,2000.0,0,1,1,0,1,0,0,0,0,0,0
685,3500000,2,47.0,2,5,1967.0,1,0,1,0,0,0,0,0,1,0,0
686,4100000,3,67.0,6,9,1987.0,1,0,1,0,0,0,0,0,1,0,0
687,3099000,1,33.0,11,12,1980.0,0,1,1,0,1,0,0,0,0,0,0
688,5999000,3,73.0,3,6,2016.0,1,0,1,0,0,0,0,0,1,0,0
689,4170000,3,52.6,1,9,1982.0,0,1,1,0,0,0,0,0,0,0,1
690,4350000,4,60.5,3,5,1972.0,1,0,0,1,0,1,0,0,0,0,0
691,6990000,3,72.0,7,10,2000.0,0,1,1,0,0,0,0,1,0,0,0
692,5500000,3,80.6,7,10,2013.0,0,1,1,0,0,0,1,0,0,0,0
693,5000000,3,66.6,3,10,1990.0,1,0,1,0,0,0,0,0,0,0,1
694,3550000,1,41.0,8,10,2001.0,0,1,1,0,0,0,0,0,1,0,0
695,5450000,3,58.6,13,14,1992.0,0,1,1,0,0,0,0,1,0,0,0
696,2430000,2,41.0,2,2,1961.0,1,0,0,1,1,0,0,0,0,0,0
697,3300000,3,62.0,3,9,1983.0,0,1,1,0,0,0,0,0,0,1,0
698,3200000,1,34.3,1,10,2012.0,0,1,0,1,1,0,0,0,0,0,0
699,2750000,1,34.0,10,18,2016.0,0,1,0,1,0,0,0,0,0,1,0
700,3200000,2,43.4,5,5,1972.0,1,0,1,0,0,1,0,0,0,0,0
701,2800000,2,43.9,2,5,1969.0,1,0,1,0,0,0,0,0,0,0,1
702,3300000,3,65.7,1,9,1999.0,0,1,1,0,0,0,0,0,0,1,0
703,6100000,2,65.1,11,15,1992.0,0,1,0,1,0,0,0,0,0,0,1
704,2700000,2,24.8,8,15,1985.0,1,0,0,1,0,0,0,0,1,0,0
705,5800000,2,64.6,17,20,2015.0,0,1,1,0,0,0,0,0,0,0,1
706,4300000,2,58.5,1,10,2018.0,0,1,1,0,0,0,1,0,0,0,0
707,6450000,2,73.0,2,11,2008.0,0,1,1,0,0,0,0,0,1,0,0
708,3550000,2,46.0,2,16,2021.0,0,1,0,1,0,0,1,0,0,0,0
709,6200000,1,49.0,2,7,2021.0,1,0,0,1,1,0,0,0,0,0,0
710,4600000,3,72.8,8,16,1992.0,0,1,1,0,0,0,1,0,0,0,0
711,2850000,1,31.0,3,5,1963.0,1,0,0,1,0,0,0,0,0,0,1
712,11000000,3,74.7,2,17,2021.0,0,1,1,0,1,0,0,0,0,0,0
713,7900000,2,60.4,20,25,2013.0,0,1,0,1,0,0,0,0,0,0,1
714,2400000,1,30.1,3,9,1983.0,1,0,0,1,0,0,0,0,0,0,1
715,9600000,3,76.1,14,17,2017.0,0,1,1,0,1,0,0,0,0,0,0
716,5200000,4,80.2,5,16,2005.0,0,1,1,0,0,0,0,0,1,0,0
717,6000000,3,80.0,5,10,1988.0,0,1,1,0,0,0,0,1,0,0,0
718,6500000,2,47.6,3,22,2021.0,1,0,0,1,0,1,0,0,0,0,0
719,4940000,2,50.2,2,16,2018.0,0,1,0,1,0,0,1,0,0,0,0
720,4450000,1,47.5,4,25,2016.0,0,1,0,1,0,0,0,0,1,0,0
721,5550000,2,54.8,10,25,2020.0,0,1,0,1,0,0,0,0,0,0,1
722,3700000,4,61.0,2,5,1968.0,1,0,1,0,0,0,0,0,1,0,0
723,5500000,1,59.0,3,4,2010.0,0,1,0,1,0,0,1,0,0,0,0
724,3300000,1,33.6,2,12,1977.0,0,1,0,1,0,0,0,0,0,0,1
725,3550000,3,60.1,4,5,1970.0,1,0,1,0,0,0,0,0,0,0,1
726,12800000,3,151.6,11,16,2007.0,0,1,1,0,0,0,0,0,1,0,0
727,2535000,1,31.5,2,5,1972.0,1,0,0,1,1,0,0,0,0,0,0
728,2999999,1,20.3,22,25,2019.0,0,1,0,1,0,1,0,0,0,0,0
729,4600000,2,40.5,2,25,2022.0,0,1,0,1,0,1,0,0,0,0,0
730,3400000,1,37.4,6,10,1990.0,0,1,1,0,0,0,0,0,1,0,0
731,14050000,2,115.0,5,17,2003.0,0,1,0,1,0,0,0,0,0,0,1
732,5190000,3,60.7,9,9,1977.0,0,1,0,1,1,0,0,0,0,0,0
733,5150000,2,55.5,22,25,2020.0,1,0,0,1,0,0,0,0,0,0,1
734,3350000,1,35.5,9,9,1986.0,1,0,0,1,0,1,0,0,0,0,0
735,6100000,3,67.0,9,9,1988.0,0,1,1,0,1,0,0,0,0,0,0
736,4350000,2,50.3,9,16,2022.0,0,1,0,1,0,0,1,0,0,0,0
737,4999999,3,68.4,5,10,2002.0,0,1,1,0,0,1,0,0,0,0,0
738,5500000,2,54.1,8,10,2008.0,1,0,1,0,0,1,0,0,0,0,0
739,13500000,3,108.0,14,15,2005.0,0,1,0,1,0,0,0,0,0,0,1
740,3350000,1,38.7,14,16,2016.0,1,0,0,1,0,0,1,0,0,0,0
741,7300000,4,73.2,8,9,2022.0,0,1,0,1,0,0,0,0,1,0,0
742,4450000,2,52.7,8,10,2011.0,0,1,1,0,0,0,1,0,0,0,0
743,3380000,1,28.0,24,25,2017.0,1,0,0,1,1,0,0,0,0,0,0
744,3200000,1,34.0,3,9,1988.0,1,0,1,0,0,0,0,0,1,0,0
745,5500000,3,86.4,16,16,2010.0,0,1,1,0,0,0,0,0,0,0,1
746,3150000,3,47.0,2,5,1967.0,1,0,1,0,0,0,0,0,1,0,0
747,6270000,3,73.0,16,16,2009.0,0,1,0,1,1,0,0,0,0,0,0
748,3000000,2,42.5,2,5,1962.0,1,0,0,1,0,0,0,0,0,0,1
749,2350000,2,45.5,2,3,1958.0,1,0,0,1,0,0,0,0,0,1,0
750,8990000,3,81.9,23,23,2013.0,1,0,0,1,1,0,0,0,0,0,0
751,2900000,1,34.6,9,10,1986.0,0,1,1,0,0,0,0,0,1,0,0
752,11993000,4,143.0,1,6,1999.0,0,1,0,1,0,0,1,0,0,0,0
753,3100000,3,61.0,4,5,1977.0,1,0,1,0,0,0,0,0,0,1,0
754,5900000,3,56.5,9,25,2021.0,0,1,0,1,0,1,0,0,0,0,0
755,2550000,1,24.3,2,25,2021.0,0,1,0,1,0,0,1,0,0,0,0
756,14500000,3,101.2,12,16,2009.0,0,1,0,1,0,1,0,0,0,0,0
757,3500000,3,47.1,5,5,1970.0,1,0,1,0,0,1,0,0,0,0,0
758,3300000,1,35.5,3,10,1987.0,0,1,1,0,0,0,0,0,0,0,1
759,3190000,2,45.6,2,5,1964.0,1,0,0,1,0,0,0,0,0,0,1
760,8000000,4,96.6,3,19,2011.0,0,1,1,0,1,0,0,0,0,0,0
761,4600000,4,85.9,10,10,1989.0,1,0,1,0,0,0,0,0,1,0,0
762,4750000,3,67.3,2,9,1985.0,1,0,1,0,1,0,0,0,0,0,0
763,5800000,2,56.6,7,9,2022.0,0,1,0,1,1,0,0,0,0,0,0
764,7974000,2,65.4,13,25,2021.0,1,0,1,0,0,1,0,0,0,0,0
765,5700000,3,74.3,2,5,1958.0,1,0,1,0,0,0,0,0,1,0,0
766,3950000,1,45.5,6,16,2009.0,0,1,0,1,1,0,0,0,0,0,0
767,2899000,1,35.6,1,5,1984.0,0,1,1,0,0,0,0,0,1,0,0
768,2590000,1,30.0,5,5,1962.0,1,0,0,1,0,0,0,1,0,0,0
769,7990000,3,69.9,2,9,2016.0,0,1,1,0,0,0,0,0,1,0,0
770,9900000,2,81.0,20,25,2009.0,0,1,1,0,0,0,0,0,0,0,1
771,5800000,2,48.8,16,25,2017.0,0,1,0,1,0,0,0,0,0,0,1
772,8500000,3,79.2,5,16,2012.0,1,0,1,0,0,1,0,0,0,0,0
773,3850000,3,60.0,4,5,1986.0,0,1,1,0,0,0,0,0,0,1,0
774,2800000,2,44.4,2,5,1968.0,1,0,1,0,0,0,0,0,0,0,1
775,5450000,2,52.1,3,5,1975.0,1,0,0,1,0,0,0,0,1,0,0
776,5400000,3,74.9,12,18,2015.0,0,1,1,0,1,0,0,0,0,0,0
777,5190000,1,48.1,8,10,2006.0,1,0,0,1,0,0,0,0,1,0,0
778,3000000,1,33.0,9,9,1977.0,1,0,0,1,0,1,0,0,0,0,0
779,6000000,1,38.1,4,31,2020.0,0,1,0,1,0,0,0,0,0,0,1
780,3050000,3,61.0,3,5,1974.0,1,0,1,0,0,0,0,0,1,0,0
781,5399000,3,69.0,10,10,2003.0,1,0,1,0,0,1,0,0,0,0,0
782,3900000,2,49.7,6,9,1990.0,0,1,1,0,0,0,0,0,1,0,0
783,15000000,4,125.8,2,20,2016.0,0,1,1,0,0,0,0,0,0,0,1
784,5800000,3,58.2,4,5,1977.0,1,0,1,0,0,0,0,0,0,0,1
785,8700000,3,110.0,13,16,1995.0,0,1,1,0,1,0,0,0,0,0,0
786,5800000,4,83.6,6,9,1986.0,1,0,1,0,0,0,0,0,1,0,0
787,2790000,1,34.3,5,9,1986.0,0,1,1,0,0,0,0,0,0,0,1
788,6990000,4,116.6,3,12,2003.0,0,1,1,0,0,0,1,0,0,0,0
789,2480000,1,37.4,10,10,1993.0,0,1,1,0,0,0,0,0,0,1,0
790,9999000,4,88.5,3,10,1995.0,1,0,1,0,0,0,0,0,0,0,1
791,3900000,2,49.3,6,9,1989.0,0,1,1,0,0,1,0,0,0,0,0
792,7280000,3,83.4,2,25,2017.0,0,1,1,0,1,0,0,0,0,0,0
793,2299000,1,27.1,13,25,2016.0,0,1,0,1,0,0,0,0,0,1,0
794,3280000,2,45.0,3,5,1976.0,1,0,1,0,0,1,0,0,0,0,0
795,4000000,2,56.4,2,17,1993.0,0,1,1,0,0,1,0,0,0,0,0
796,4750000,2,56.4,8,10,1993.0,0,1,1,0,0,0,0,0,1,0,0
797,6900000,2,65.0,15,16,2013.0,1,0,1,0,0,0,0,0,0,0,1
798,4200000,2,45.9,6,9,1980.0,0,1,0,1,0,0,0,0,0,0,1
799,4800000,2,40.0,6,6,1961.0,1,0,0,1,0,0,0,1,0,0,0
800,3980000,3,67.0,9,10,1987.0,0,1,1,0,0,0,0,0,0,0,1
801,3600000,3,47.6,3,5,1968.0,1,0,1,0,1,0,0,0,0,0,0
802,8090000,3,90.0,20,25,2014.0,0,1,1,0,0,0,0,0,1,0,0
803,3600000,2,52.0,10,10,2013.0,0,1,1,0,0,0,0,0,0,1,0
804,2800000,2,43.1,3,5,1973.0,1,0,0,1,0,0,0,0,0,0,1
805,2250000,1,30.1,3,5,1968.0,1,0,0,1,0,0,0,0,0,0,1
806,4299999,2,44.3,3,5,1962.0,1,0,0,1,0,0,0,0,1,0,0
807,3099000,4,61.6,5,5,1969.0,1,0,1,0,0,0,0,0,0,0,1
808,2800000,3,56.7,5,5,1967.0,1,0,0,1,0,0,0,0,0,1,0
809,3000000,3,60.6,5,9,1976.0,1,0,1,0,0,0,0,0,0,0,1
810,4300000,3,63.5,3,5,1968.0,1,0,1,0,0,0,0,0,1,0,0
811,3350000,2,44.0,5,5,1972.0,1,0,1,0,0,1,0,0,0,0,0
812,2850000,1,28.7,6,16,2009.0,1,0,0,1,0,0,0,0,0,0,1
813,3600000,2,43.9,5,9,1984.0,0,1,0,1,0,1,0,0,0,0,0
814,7950000,2,50.0,21,25,2017.0,1,0,0,1,0,0,0,0,0,0,1
815,4400000,2,51.9,14,17,2021.0,0,1,0,1,0,1,0,0,0,0,0
816,4750000,1,45.0,15,17,2005.0,0,1,0,1,0,0,0,0,1,0,0
817,4000000,1,36.5,12,17,2017.0,1,0,0,1,0,1,0,0,0,0,0
818,3900000,3,60.0,3,5,1970.0,1,0,1,0,0,1,0,0,0,0,0
819,7420000,2,52.4,9,22,2020.0,1,0,0,1,0,0,0,1,0,0,0
820,3900000,2,49.3,9,9,1984.0,0,1,1,0,0,0,1,0,0,0,0
821,2850000,2,46.5,1,5,1979.0,1,0,1,0,0,0,0,0,0,1,0
822,2350000,3,60.2,4,5,1968.0,1,0,0,1,0,0,1,0,0,0,0
823,5450000,3,65.3,9,9,1974.0,1,0,1,0,0,0,0,0,1,0,0
824,4230000,2,46.0,1,10,2019.0,1,0,0,1,0,0,0,0,1,0,0
825,4797000,4,85.2,9,10,1987.0,0,1,1,0,0,0,0,0,1,0,0
826,4380000,3,60.5,4,9,1976.0,0,1,0,1,0,0,0,0,1,0,0
827,2800000,2,45.3,2,5,1973.0,1,0,1,0,0,0,1,0,0,0,0
828,8450000,3,82.0,7,19,2020.0,0,1,1,0,0,1,0,0,0,0,0
829,3500000,2,48.0,4,5,1989.0,1,0,0,1,0,1,0,0,0,0,0
830,4800000,3,66.0,8,16,1993.0,0,1,1,0,0,0,0,0,1,0,0
831,2700000,1,34.6,3,9,1988.0,0,1,1,0,0,0,1,0,0,0,0
832,2700000,2,47.6,2,5,1978.0,1,0,0,1,0,0,0,0,0,1,0
833,3700000,3,52.0,2,5,1976.0,1,0,0,1,0,0,0,0,0,0,1
834,10490000,1,44.0,7,8,2019.0,0,1,0,1,0,0,0,1,0,0,0
835,5450000,1,41.7,6,25,2017.0,0,1,0,1,0,0,0,0,0,0,1
836,4990000,3,59.1,9,10,1994.0,0,1,1,0,0,1,0,0,0,0,0
837,3500000,3,60.0,5,5,1968.0,1,0,1,0,1,0,0,0,0,0,0
838,3400000,2,45.7,7,9,1980.0,0,1,1,0,0,1,0,0,0,0,0
839,3130000,3,57.5,5,5,1962.0,1,0,0,1,0,0,0,0,0,0,1
840,4680000,2,60.0,14,17,2016.0,0,1,1,0,0,0,0,0,1,0,0
841,3600000,1,34.3,6,10,1988.0,1,0,1,0,0,1,0,0,0,0,0
842,5950000,4,80.0,6,10,1987.0,0,1,1,0,0,0,0,0,1,0,0
843,3800000,3,61.7,4,5,1971.0,1,0,1,0,0,1,0,0,0,0,0
844,3399000,3,60.6,1,9,1979.0,1,0,1,0,0,0,0,0,0,1,0
845,2250000,1,36.6,9,9,1991.0,1,0,0,1,0,0,0,0,0,1,0
846,3850000,1,42.2,2,16,2006.0,1,0,0,1,0,0,1,0,0,0,0
847,4390000,2,45.0,9,9,1975.0,0,1,1,0,0,0,0,0,0,0,1
848,12500000,3,89.0,11,31,2020.0,0,1,1,0,0,0,0,0,0,0,1
849,2700000,1,33.3,3,12,1979.0,1,0,1,0,0,0,1,0,0,0,0
850,8420000,3,84.0,9,17,2021.0,1,0,1,0,1,0,0,0,0,0,0
851,2100000,2,44.0,4,5,1969.0,1,0,0,1,0,0,0,0,0,1,0
852,5000000,3,68.3,3,10,2021.0,0,1,1,0,0,0,0,0,1,0,0
853,2600000,1,36.0,5,9,1982.0,0,1,0,1,0,0,0,0,1,0,0
854,6850000,1,40.5,16,25,2017.0,0,1,0,1,0,0,0,0,0,0,1
855,6200000,2,47.4,16,25,2011.0,0,1,0,1,0,1,0,0,0,0,0
856,2850000,1,34.0,7,10,2009.0,0,1,1,0,0,0,0,0,0,1,0
857,7300000,3,81.0,18,19,2011.0,0,1,1,0,1,0,0,0,0,0,0
858,10800000,4,108.4,5,14,2003.0,0,1,1,0,0,0,0,0,0,0,1
859,4500000,3,62.0,2,10,1990.0,1,0,1,0,0,0,1,0,0,0,0
860,2500000,2,44.7,4,5,1974.0,1,0,0,1,0,0,0,0,0,1,0
861,2300000,1,33.2,3,4,1964.0,1,0,1,0,0,0,1,0,0,0,0
862,2600000,1,29.8,6,9,1988.0,0,1,0,1,0,0,0,0,0,0,1
863,3199000,1,33.7,17,19,2016.0,0,1,0,1,0,0,0,0,0,1,0
864,4550000,4,85.0,7,9,1987.0,1,0,1,0,0,0,0,0,1,0,0
865,3800000,2,60.0,5,5,1957.0,1,0,1,0,0,0,0,0,0,0,1
866,5900000,2,56.0,6,16,2012.0,0,1,1,0,1,0,0,0,0,0,0
867,3100000,1,38.6,7,10,2008.0,0,1,1,0,1,0,0,0,0,0,0
868,10980000,4,130.0,5,5,2005.0,1,0,1,0,1,0,0,0,0,0,0
869,6500000,3,78.8,5,10,2003.0,0,1,1,0,1,0,0,0,0,0,0
870,7190000,3,72.1,14,16,1990.0,0,1,1,0,1,0,0,0,0,0,0
871,8360000,2,52.4,6,11,2020.0,1,0,0,1,1,0,0,0,0,0,0
872,3400000,2,45.0,4,5,1973.0,1,0,1,0,0,0,0,0,0,0,1
873,4650000,2,51.6,7,10,1997.0,0,1,1,0,0,1,0,0,0,0,0
874,5000000,2,70.1,19,25,2012.0,0,1,1,0,0,0,0,0,1,0,0
875,3850000,2,40.3,8,15,2021.0,0,1,0,1,0,0,1,0,0,0,0
876,5250000,3,66.8,2,9,1985.0,0,1,0,1,0,0,0,0,1,0,0
877,4600000,2,66.1,13,16,2014.0,0,1,1,0,0,0,0,0,1,0,0
878,2600000,1,41.1,10,16,2011.0,0,1,0,1,0,0,0,0,0,1,0
879,13900000,3,123.0,8,9,2007.0,0,1,1,0,0,0,0,0,1,0,0
880,2480000,1,34.0,3,9,1992.0,1,0,1,0,0,0,0,0,0,1,0
881,5800000,2,53.2,2,25,2019.0,0,1,0,1,0,0,0,0,0,0,1
882,4700000,3,53.4,2,5,1961.0,1,0,0,1,0,0,0,0,1,0,0
883,5600000,3,74.8,13,16,2012.0,0,1,1,0,0,0,0,0,0,0,1
884,8500000,2,66.6,5,23,2019.0,0,1,1,0,0,0,0,0,0,0,1
885,7640000,3,76.4,10,10,2022.0,0,1,1,0,0,0,0,0,1,0,0
886,3599000,1,31.1,2,4,2018.0,0,1,0,1,0,0,0,0,1,0,0
887,5690000,4,80.2,3,9,1988.0,1,0,1,0,0,0,0,0,1,0,0
888,4400000,3,59.2,7,9,1973.0,0,1,0,1,0,1,0,0,0,0,0
889,3000000,2,44.0,1,5,1968.0,1,0,1,0,0,0,0,0,0,0,1
890,2550000,2,41.0,2,5,1968.0,1,0,0,1,0,0,1,0,0,0,0
